property_id,title,description,area_sqft,location,bedrooms,bathrooms,property_type,amenities,listing_date,image_url,price_usd
UK0271,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,2464,"London, UK",4,3,Townhouse,"Smart Home System, Garage, Fireplace, Solar Panels",2024-03-20,https://images.pexels.com/photos/3571200/pexels-photo-3571200.png?auto=compress&cs=tinysrgb&h=650&w=940,1756390.0
UK0272,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,1573,"Manchester, UK",2,3,Townhouse,"Smart Home System, Security System, Central AC, Backyard, Solar Panels",2025-03-14,https://images.pexels.com/photos/7031407/pexels-photo-7031407.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,203893.0
UK0273,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,5401,"Birmingham, UK",4,2,Penthouse,"Security System, Smart Home System, Solar Panels, Walk-in Closet",2024-12-05,https://images.pexels.com/photos/8134817/pexels-photo-8134817.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1486144.0
UK0274,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,4902,"Leeds, UK",3,5,Condo,"Smart Home System, Security System, Backyard",2024-07-02,https://images.pexels.com/photos/7031413/pexels-photo-7031413.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1441346.0
UK0275,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,1014,"Liverpool, UK",2,4,Penthouse,"Central AC, Security System, Fireplace, Backyard, Solar Panels, Walk-in Closet",2025-04-21,https://images.pexels.com/photos/26812642/pexels-photo-26812642.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1755057.0
UK0276,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,3568,"Bristol, UK",5,2,Villa,"Solar Panels, Swimming Pool, Smart Home System",2025-03-11,https://images.pexels.com/photos/7587882/pexels-photo-7587882.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,555473.0
UK0277,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,5495,"Oxford, UK",5,3,Condo,"Garage, Walk-in Closet, Fireplace, Central AC, Swimming Pool",2025-03-02,https://images.pexels.com/photos/7031406/pexels-photo-7031406.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1828295.0
UK0278,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,1339,"Cambridge, UK",3,4,Villa,"Fireplace, Security System, Backyard, Garage, Swimming Pool",2024-04-06,https://images.pexels.com/photos/323775/pexels-photo-323775.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,894023.0
UK0279,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,5356,"Nottingham, UK",6,2,Apartment,"Fireplace, Security System, Walk-in Closet, Smart Home System, Garage",2024-07-03,https://images.pexels.com/photos/5213344/pexels-photo-5213344.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1234635.0
UK0280,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,2464,"Sheffield, UK",4,2,Townhouse,"Central AC, Swimming Pool, Backyard, Fireplace",2025-05-10,https://images.pexels.com/photos/18273285/pexels-photo-18273285.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1110540.0
UK0281,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,2367,"London, UK",3,5,Townhouse,"Garage, Walk-in Closet, Solar Panels",2024-01-10,https://images.pexels.com/photos/7587878/pexels-photo-7587878.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,462381.0
UK0282,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,3785,"Manchester, UK",6,2,Penthouse,"Solar Panels, Security System, Backyard, Smart Home System",2024-11-02,https://images.pexels.com/photos/8134748/pexels-photo-8134748.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,506227.0
UK0283,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,5067,"Birmingham, UK",3,2,Single Family Home,"Backyard, Fireplace, Swimming Pool, Garage, Solar Panels",2024-07-03,https://images.pexels.com/photos/13203184/pexels-photo-13203184.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,260836.0
UK0284,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,4912,"Leeds, UK",2,2,Villa,"Backyard, Central AC, Swimming Pool, Solar Panels",2024-01-27,https://images.pexels.com/photos/259588/pexels-photo-259588.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,320325.0
UK0285,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,2947,"Liverpool, UK",2,3,Single Family Home,"Central AC, Solar Panels, Backyard, Security System",2025-02-13,https://images.pexels.com/photos/33162457/pexels-photo-33162457.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1396884.0
UK0286,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,4624,"Bristol, UK",5,5,Single Family Home,"Fireplace, Central AC, Smart Home System, Solar Panels",2025-11-11,https://images.pexels.com/photos/2254182/pexels-photo-2254182.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1732176.0
UK0287,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,4642,"Oxford, UK",2,2,Condo,"Backyard, Solar Panels, Security System, Central AC, Fireplace",2024-02-02,https://images.pexels.com/photos/12713155/pexels-photo-12713155.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1502104.0
UK0288,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,1627,"Cambridge, UK",3,2,Condo,"Security System, Fireplace, Smart Home System, Garage",2024-02-21,https://images.pexels.com/photos/12119564/pexels-photo-12119564.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1684113.0
UK0289,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,1008,"Nottingham, UK",5,3,Penthouse,"Garage, Smart Home System, Swimming Pool, Security System",2025-08-21,https://images.pexels.com/photos/1105754/pexels-photo-1105754.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,101944.0
UK0290,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,2566,"Sheffield, UK",3,5,Condo,"Security System, Central AC, Fireplace, Smart Home System",2025-05-22,https://images.pexels.com/photos/164558/pexels-photo-164558.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,608384.0
UK0291,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,5232,"London, UK",5,2,Condo,"Garage, Solar Panels, Security System, Swimming Pool, Walk-in Closet",2024-10-12,https://images.pexels.com/photos/4832503/pexels-photo-4832503.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1037517.0
UK0292,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,2016,"Manchester, UK",2,2,Penthouse,"Swimming Pool, Backyard, Security System, Smart Home System, Central AC, Walk-in Closet",2024-09-23,https://images.pexels.com/photos/5644257/pexels-photo-5644257.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,802619.0
UK0293,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,4386,"Birmingham, UK",5,5,Single Family Home,"Backyard, Smart Home System, Security System",2024-01-19,https://images.pexels.com/photos/31737860/pexels-photo-31737860.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,790335.0
UK0294,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,3794,"Leeds, UK",3,4,Townhouse,"Central AC, Smart Home System, Walk-in Closet, Garage, Backyard",2025-10-19,https://images.pexels.com/photos/4394214/pexels-photo-4394214.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1371412.0
UK0295,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,1373,"Liverpool, UK",3,2,Condo,"Smart Home System, Central AC, Walk-in Closet, Security System",2025-08-13,https://images.pexels.com/photos/8134745/pexels-photo-8134745.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,290228.0
UK0296,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,3474,"Bristol, UK",3,5,Condo,"Backyard, Central AC, Fireplace, Solar Panels, Security System, Smart Home System",2024-08-15,https://images.pexels.com/photos/13041121/pexels-photo-13041121.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,428996.0
UK0297,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,3577,"Oxford, UK",4,4,Villa,"Walk-in Closet, Smart Home System, Swimming Pool, Security System",2024-08-09,https://images.pexels.com/photos/4258282/pexels-photo-4258282.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1134785.0
UK0298,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,2645,"Cambridge, UK",4,4,Condo,"Smart Home System, Solar Panels, Walk-in Closet, Garage, Central AC",2024-01-05,https://images.pexels.com/photos/12713153/pexels-photo-12713153.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,194486.0
UK0299,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,2249,"Nottingham, UK",2,2,Townhouse,"Swimming Pool, Backyard, Security System, Fireplace",2024-04-09,https://images.pexels.com/photos/186077/pexels-photo-186077.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,772861.0
UK0300,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,1351,"Sheffield, UK",4,4,Condo,"Solar Panels, Backyard, Security System, Garage, Central AC, Walk-in Closet",2025-11-11,https://images.pexels.com/photos/93375/pexels-photo-93375.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1104095.0
UK0301,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,3190,"London, UK",4,3,Villa,"Smart Home System, Central AC, Garage, Swimming Pool",2024-10-26,https://images.pexels.com/photos/3612406/pexels-photo-3612406.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1594436.0
UK0302,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,4008,"Manchester, UK",3,4,Townhouse,"Fireplace, Solar Panels, Garage, Walk-in Closet",2024-08-09,https://images.pexels.com/photos/35705942/pexels-photo-35705942.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,385460.0
UK0303,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,5474,"Birmingham, UK",5,2,Single Family Home,"Fireplace, Central AC, Backyard, Garage, Security System, Solar Panels",2024-02-09,https://images.pexels.com/photos/5505129/pexels-photo-5505129.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1212543.0
UK0304,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,4200,"Leeds, UK",5,2,Apartment,"Swimming Pool, Solar Panels, Security System, Smart Home System, Backyard, Garage",2025-09-08,https://images.pexels.com/photos/6510949/pexels-photo-6510949.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1050044.0
UK0305,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,4191,"Liverpool, UK",4,3,Villa,"Security System, Swimming Pool, Walk-in Closet, Backyard, Solar Panels",2025-02-15,https://images.pexels.com/photos/17924970/pexels-photo-17924970.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1233148.0
UK0306,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,1827,"Bristol, UK",2,2,Townhouse,"Backyard, Central AC, Walk-in Closet, Fireplace, Smart Home System, Garage",2024-02-20,https://images.pexels.com/photos/7031608/pexels-photo-7031608.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1179874.0
UK0307,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,3589,"Oxford, UK",4,4,Penthouse,"Solar Panels, Security System, Smart Home System, Fireplace, Central AC",2025-08-13,https://images.pexels.com/photos/4070983/pexels-photo-4070983.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1167081.0
UK0308,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,1780,"Cambridge, UK",5,5,Townhouse,"Solar Panels, Fireplace, Security System, Smart Home System",2024-06-08,https://images.pexels.com/photos/35306093/pexels-photo-35306093.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,835885.0
UK0309,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,2499,"Nottingham, UK",2,4,Apartment,"Backyard, Security System, Fireplace, Central AC, Walk-in Closet",2025-08-16,https://images.pexels.com/photos/2119714/pexels-photo-2119714.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1024466.0
UK0310,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,1202,"Sheffield, UK",2,4,Villa,"Garage, Smart Home System, Backyard, Central AC, Security System",2025-01-06,https://images.pexels.com/photos/9976121/pexels-photo-9976121.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1112016.0
UK0311,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,4601,"London, UK",6,2,Townhouse,"Walk-in Closet, Backyard, Central AC, Smart Home System",2025-11-10,https://images.pexels.com/photos/32666364/pexels-photo-32666364.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,218931.0
UK0312,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,3005,"Manchester, UK",3,5,Apartment,"Swimming Pool, Security System, Solar Panels",2025-11-02,https://images.pexels.com/photos/4123921/pexels-photo-4123921.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,558015.0
UK0313,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,3525,"Birmingham, UK",5,5,Townhouse,"Swimming Pool, Garage, Central AC, Fireplace, Backyard",2024-12-17,https://images.pexels.com/photos/3010014/pexels-photo-3010014.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,474421.0
UK0314,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,1647,"Leeds, UK",4,4,Villa,"Solar Panels, Fireplace, Backyard, Smart Home System",2024-11-30,https://images.pexels.com/photos/4469150/pexels-photo-4469150.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,427870.0
UK0315,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,1658,"Liverpool, UK",4,2,Apartment,"Solar Panels, Swimming Pool, Fireplace, Garage, Central AC, Security System",2025-04-16,https://images.pexels.com/photos/30278097/pexels-photo-30278097.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,113023.0
UK0316,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,5282,"Bristol, UK",2,2,Penthouse,"Solar Panels, Backyard, Walk-in Closet",2024-08-30,https://images.pexels.com/photos/129494/pexels-photo-129494.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,110534.0
UK0317,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,3327,"Oxford, UK",4,5,Apartment,"Security System, Smart Home System, Solar Panels, Garage, Walk-in Closet",2025-04-20,https://images.pexels.com/photos/8962343/pexels-photo-8962343.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1367289.0
UK0318,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,3907,"Cambridge, UK",6,4,Single Family Home,"Security System, Central AC, Fireplace, Smart Home System, Walk-in Closet",2025-09-15,https://images.pexels.com/photos/2455398/pexels-photo-2455398.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,932923.0
UK0319,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,4506,"Nottingham, UK",2,3,Penthouse,"Backyard, Walk-in Closet, Swimming Pool, Security System, Garage",2024-10-19,https://images.pexels.com/photos/7031412/pexels-photo-7031412.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,729955.0
UK0320,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,2859,"Sheffield, UK",2,3,Single Family Home,"Central AC, Swimming Pool, Smart Home System, Backyard",2024-07-08,https://images.pexels.com/photos/277667/pexels-photo-277667.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1367703.0
UK0321,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,2236,"London, UK",6,4,Apartment,"Garage, Swimming Pool, Security System, Walk-in Closet, Solar Panels",2025-01-16,https://images.pexels.com/photos/18435276/pexels-photo-18435276.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,903849.0
UK0322,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,3497,"Manchester, UK",3,3,Villa,"Backyard, Garage, Solar Panels, Security System, Walk-in Closet",2024-02-25,https://images.pexels.com/photos/17174768/pexels-photo-17174768.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,638838.0
UK0323,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,5402,"Birmingham, UK",4,5,Penthouse,"Swimming Pool, Garage, Security System, Fireplace, Solar Panels",2025-10-10,https://images.pexels.com/photos/17174766/pexels-photo-17174766.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,618015.0
UK0324,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,2485,"Leeds, UK",3,5,Single Family Home,"Garage, Central AC, Swimming Pool, Fireplace, Security System",2025-06-30,https://images.pexels.com/photos/17174767/pexels-photo-17174767.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,775858.0
UK0325,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,3094,"Liverpool, UK",2,3,Villa,"Solar Panels, Swimming Pool, Fireplace, Walk-in Closet, Security System",2024-02-13,https://images.pexels.com/photos/7031408/pexels-photo-7031408.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,321882.0
UK0326,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,4924,"Bristol, UK",3,4,Townhouse,"Solar Panels, Garage, Walk-in Closet",2025-05-13,https://images.pexels.com/photos/1115804/pexels-photo-1115804.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1930958.0
UK0327,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,1845,"Oxford, UK",2,4,Townhouse,"Smart Home System, Fireplace, Garage, Solar Panels, Backyard",2025-04-23,https://images.pexels.com/photos/323780/pexels-photo-323780.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1536845.0
UK0328,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,2013,"Cambridge, UK",2,3,Villa,"Solar Panels, Swimming Pool, Smart Home System",2024-04-16,https://images.pexels.com/photos/1974596/pexels-photo-1974596.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1278062.0
UK0329,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,3052,"Nottingham, UK",3,2,Villa,"Backyard, Smart Home System, Security System, Solar Panels",2025-06-02,https://images.pexels.com/photos/26812639/pexels-photo-26812639.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1303465.0
UK0330,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,1327,"Sheffield, UK",2,3,Townhouse,"Solar Panels, Backyard, Walk-in Closet, Security System, Fireplace",2025-04-25,https://images.pexels.com/photos/36006588/pexels-photo-36006588.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,517061.0
UK0331,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,4674,"London, UK",2,2,Penthouse,"Walk-in Closet, Solar Panels, Backyard, Fireplace",2024-11-11,https://images.pexels.com/photos/7031604/pexels-photo-7031604.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,302044.0
UK0332,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,4524,"Manchester, UK",3,2,Penthouse,"Swimming Pool, Solar Panels, Garage, Central AC, Walk-in Closet, Backyard",2025-07-16,https://images.pexels.com/photos/8963083/pexels-photo-8963083.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,469585.0
UK0333,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,3354,"Birmingham, UK",2,2,Single Family Home,"Garage, Smart Home System, Central AC, Walk-in Closet",2024-07-07,https://images.pexels.com/photos/2079234/pexels-photo-2079234.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1449298.0
UK0334,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,1903,"Leeds, UK",2,2,Condo,"Smart Home System, Central AC, Solar Panels, Swimming Pool, Security System, Garage",2024-11-22,https://images.pexels.com/photos/3665354/pexels-photo-3665354.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1235869.0
UK0335,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,4968,"Liverpool, UK",4,4,Apartment,"Central AC, Fireplace, Garage, Walk-in Closet, Solar Panels",2024-09-16,https://images.pexels.com/photos/8134846/pexels-photo-8134846.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1245759.0
UK0336,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,4407,"Bristol, UK",3,2,Penthouse,"Backyard, Garage, Solar Panels, Security System, Central AC",2024-12-14,https://images.pexels.com/photos/3016321/pexels-photo-3016321.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,709076.0
UK0337,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,5356,"Oxford, UK",3,5,Apartment,"Walk-in Closet, Central AC, Smart Home System, Security System, Solar Panels",2025-01-08,https://images.pexels.com/photos/206172/pexels-photo-206172.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1700710.0
UK0338,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,1008,"Cambridge, UK",4,5,Condo,"Smart Home System, Security System, Central AC, Walk-in Closet, Fireplace, Swimming Pool",2025-03-04,https://images.pexels.com/photos/7031595/pexels-photo-7031595.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1227756.0
UK0339,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,2560,"Nottingham, UK",4,5,Single Family Home,"Garage, Swimming Pool, Solar Panels, Walk-in Closet",2024-06-04,https://images.pexels.com/photos/5563473/pexels-photo-5563473.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,454534.0
UK0340,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,3010,"Sheffield, UK",6,2,Townhouse,"Security System, Smart Home System, Solar Panels, Garage, Central AC, Swimming Pool",2024-08-29,https://images.pexels.com/photos/1022936/pexels-photo-1022936.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,435698.0
UK0341,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,2963,"London, UK",5,3,Apartment,"Swimming Pool, Backyard, Central AC, Solar Panels, Smart Home System",2024-10-04,https://images.pexels.com/photos/280229/pexels-photo-280229.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,618246.0
UK0342,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,5197,"Manchester, UK",3,4,Apartment,"Security System, Smart Home System, Central AC, Fireplace",2025-09-24,https://images.pexels.com/photos/7031405/pexels-photo-7031405.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1595642.0
UK0343,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,2495,"Birmingham, UK",6,3,Condo,"Solar Panels, Garage, Fireplace, Backyard, Smart Home System",2024-10-08,https://images.pexels.com/photos/15827510/pexels-photo-15827510.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,836534.0
UK0344,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,2845,"Leeds, UK",3,4,Townhouse,"Solar Panels, Walk-in Closet, Smart Home System, Backyard",2024-09-14,https://images.pexels.com/photos/2972969/pexels-photo-2972969.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,313906.0
UK0345,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,4641,"Liverpool, UK",2,3,Penthouse,"Swimming Pool, Walk-in Closet, Fireplace",2025-04-23,https://images.pexels.com/photos/5252546/pexels-photo-5252546.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1710165.0
UK0346,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,1110,"Bristol, UK",5,4,Townhouse,"Central AC, Garage, Security System, Smart Home System, Swimming Pool",2025-05-23,https://images.pexels.com/photos/5644339/pexels-photo-5644339.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1254707.0
UK0347,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,4881,"Oxford, UK",4,2,Apartment,"Backyard, Swimming Pool, Garage, Fireplace, Central AC",2024-06-08,https://images.pexels.com/photos/323781/pexels-photo-323781.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,816358.0
UK0348,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,4001,"Cambridge, UK",6,4,Apartment,"Fireplace, Swimming Pool, Central AC, Garage, Smart Home System, Backyard",2024-10-18,https://images.pexels.com/photos/11549989/pexels-photo-11549989.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,281084.0
UK0349,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,3640,"Nottingham, UK",4,4,Single Family Home,"Fireplace, Solar Panels, Central AC",2024-03-02,https://images.pexels.com/photos/358636/pexels-photo-358636.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1292817.0
UK0350,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,5100,"Sheffield, UK",4,2,Single Family Home,"Walk-in Closet, Solar Panels, Backyard",2025-11-09,https://images.pexels.com/photos/13203193/pexels-photo-13203193.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,150431.0
UK0351,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,4489,"London, UK",3,3,Condo,"Central AC, Swimming Pool, Backyard, Fireplace",2025-02-28,https://images.pexels.com/photos/3571200/pexels-photo-3571200.png?auto=compress&cs=tinysrgb&h=650&w=940,1734407.0
UK0352,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,1417,"Manchester, UK",5,5,Penthouse,"Central AC, Backyard, Smart Home System, Security System",2025-09-09,https://images.pexels.com/photos/7031407/pexels-photo-7031407.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1946531.0
UK0353,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,4307,"Birmingham, UK",3,5,Single Family Home,"Solar Panels, Garage, Walk-in Closet, Smart Home System, Swimming Pool",2024-01-14,https://images.pexels.com/photos/8134817/pexels-photo-8134817.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1552806.0
UK0354,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,3326,"Leeds, UK",3,2,Villa,"Central AC, Solar Panels, Garage",2025-05-09,https://images.pexels.com/photos/7031413/pexels-photo-7031413.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,533194.0
UK0355,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,1848,"Liverpool, UK",4,3,Townhouse,"Central AC, Security System, Backyard, Solar Panels, Swimming Pool, Fireplace",2025-11-03,https://images.pexels.com/photos/26812642/pexels-photo-26812642.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1137408.0
