property_id,title,description,price_usd,area_sqft,location,bedrooms,bathrooms,property_type,amenities,listing_date,image_url
USA0183,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,405079,2538,"Boston, MA",4,2,Penthouse,"Smart Home System, Security System, Fireplace",2025-09-19,https://images.pexels.com/photos/15827510/pexels-photo-15827510.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0184,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,2183173,4249,"Houston, TX",6,3,Single Family Home,"Central AC, Security System, Solar Panels, Walk-in Closet, Garage",2025-04-24,https://images.pexels.com/photos/2972969/pexels-photo-2972969.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0185,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,1917074,4606,"Los Angeles, CA",6,5,Townhouse,"Smart Home System, Swimming Pool, Garage",2024-12-17,https://images.pexels.com/photos/5252546/pexels-photo-5252546.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0186,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,1838846,1099,"Chicago, IL",6,3,Single Family Home,"Garage, Security System, Backyard, Smart Home System",2025-10-04,https://images.pexels.com/photos/5644339/pexels-photo-5644339.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0187,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,635863,4469,"San Francisco, CA",2,4,Villa,"Backyard, Smart Home System, Swimming Pool",2025-07-06,https://images.pexels.com/photos/323781/pexels-photo-323781.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0188,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,602053,4027,"Los Angeles, CA",5,2,Penthouse,"Garage, Walk-in Closet, Solar Panels, Central AC, Security System, Smart Home System",2024-07-29,https://images.pexels.com/photos/11549989/pexels-photo-11549989.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0189,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,219148,1150,"Seattle, WA",6,5,Townhouse,"Garage, Central AC, Fireplace, Smart Home System, Security System, Swimming Pool",2024-05-12,https://images.pexels.com/photos/358636/pexels-photo-358636.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0190,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,1219368,1615,"Miami, FL",4,5,Penthouse,"Solar Panels, Garage, Backyard, Central AC",2024-04-27,https://images.pexels.com/photos/13203193/pexels-photo-13203193.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0191,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,1535758,1301,"Boston, MA",3,5,Apartment,"Security System, Swimming Pool, Solar Panels",2024-01-15,https://images.pexels.com/photos/3571200/pexels-photo-3571200.png?auto=compress&cs=tinysrgb&h=650&w=940
USA0192,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,1948529,2368,"Chicago, IL",5,5,Penthouse,"Garage, Walk-in Closet, Swimming Pool",2024-10-11,https://images.pexels.com/photos/7031407/pexels-photo-7031407.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0193,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,401046,2902,"San Francisco, CA",5,5,Villa,"Central AC, Walk-in Closet, Garage, Backyard, Security System",2025-01-27,https://images.pexels.com/photos/8134817/pexels-photo-8134817.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0194,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,1442845,4898,"Austin, TX",6,2,Penthouse,"Walk-in Closet, Fireplace, Security System",2025-07-05,https://images.pexels.com/photos/7031413/pexels-photo-7031413.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0195,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,1840754,4315,"Seattle, WA",2,2,Single Family Home,"Walk-in Closet, Backyard, Security System, Solar Panels, Garage",2024-09-01,https://images.pexels.com/photos/26812642/pexels-photo-26812642.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0196,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,1271298,4776,"Austin, TX",6,2,Apartment,"Smart Home System, Fireplace, Central AC, Swimming Pool, Garage, Walk-in Closet",2024-01-01,https://images.pexels.com/photos/7587882/pexels-photo-7587882.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0197,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,543898,1025,"San Francisco, CA",6,3,Condo,"Walk-in Closet, Garage, Fireplace, Swimming Pool, Central AC, Backyard",2024-09-25,https://images.pexels.com/photos/7031406/pexels-photo-7031406.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0198,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,513551,5286,"Austin, TX",6,3,Single Family Home,"Swimming Pool, Backyard, Smart Home System, Fireplace",2024-06-29,https://images.pexels.com/photos/323775/pexels-photo-323775.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0199,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,942508,5048,"San Francisco, CA",2,3,Townhouse,"Smart Home System, Swimming Pool, Backyard, Solar Panels, Central AC",2024-04-15,https://images.pexels.com/photos/5213344/pexels-photo-5213344.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0200,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,1319318,4556,"Miami, FL",3,4,Single Family Home,"Smart Home System, Garage, Walk-in Closet, Central AC, Swimming Pool, Security System",2024-07-19,https://images.pexels.com/photos/18273285/pexels-photo-18273285.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0201,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,419996,3374,"Boston, MA",6,4,Penthouse,"Walk-in Closet, Swimming Pool, Solar Panels, Fireplace, Garage",2024-03-10,https://images.pexels.com/photos/7587878/pexels-photo-7587878.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0202,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,1038188,1904,"Boston, MA",4,5,Condo,"Solar Panels, Swimming Pool, Central AC, Walk-in Closet, Fireplace",2025-04-19,https://images.pexels.com/photos/8134748/pexels-photo-8134748.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0203,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,2158009,3266,"Chicago, IL",4,5,Townhouse,"Garage, Walk-in Closet, Security System, Solar Panels",2024-02-14,https://images.pexels.com/photos/13203184/pexels-photo-13203184.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0204,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,1754599,4875,"Austin, TX",5,2,Apartment,"Fireplace, Walk-in Closet, Solar Panels, Backyard, Security System",2024-07-26,https://images.pexels.com/photos/259588/pexels-photo-259588.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0205,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,2232676,4531,"Los Angeles, CA",3,2,Single Family Home,"Fireplace, Security System, Solar Panels, Smart Home System, Swimming Pool",2024-12-30,https://images.pexels.com/photos/33162457/pexels-photo-33162457.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0206,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,2130132,5461,"Miami, FL",4,3,Villa,"Garage, Walk-in Closet, Security System",2025-01-28,https://images.pexels.com/photos/2254182/pexels-photo-2254182.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0207,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,1506904,4257,"Los Angeles, CA",3,4,Apartment,"Fireplace, Garage, Solar Panels, Backyard, Smart Home System",2024-05-12,https://images.pexels.com/photos/12713155/pexels-photo-12713155.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0208,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,542258,3331,"Seattle, WA",5,3,Condo,"Solar Panels, Smart Home System, Swimming Pool",2025-04-13,https://images.pexels.com/photos/12119564/pexels-photo-12119564.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0209,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,2283725,2681,"Chicago, IL",4,2,Condo,"Backyard, Fireplace, Walk-in Closet, Security System",2025-02-18,https://images.pexels.com/photos/1105754/pexels-photo-1105754.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0210,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,419972,942,"San Francisco, CA",2,2,Townhouse,"Fireplace, Swimming Pool, Solar Panels",2025-09-27,https://images.pexels.com/photos/164558/pexels-photo-164558.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0211,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,2020681,4682,"New York, NY",6,5,Townhouse,"Fireplace, Swimming Pool, Security System, Solar Panels, Garage, Walk-in Closet",2024-09-22,https://images.pexels.com/photos/4832503/pexels-photo-4832503.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0212,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,2438080,2794,"Austin, TX",2,3,Villa,"Security System, Central AC, Smart Home System, Fireplace, Garage, Walk-in Closet",2025-03-17,https://images.pexels.com/photos/5644257/pexels-photo-5644257.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0213,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,289054,1299,"San Francisco, CA",6,5,Townhouse,"Fireplace, Central AC, Garage, Walk-in Closet, Swimming Pool, Smart Home System",2024-01-07,https://images.pexels.com/photos/31737860/pexels-photo-31737860.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0214,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,1698180,5193,"New York, NY",5,4,Single Family Home,"Solar Panels, Fireplace, Walk-in Closet, Smart Home System, Garage",2024-10-02,https://images.pexels.com/photos/4394214/pexels-photo-4394214.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0215,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,1577725,3906,"Boston, MA",5,2,Townhouse,"Solar Panels, Garage, Smart Home System",2025-11-12,https://images.pexels.com/photos/8134745/pexels-photo-8134745.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0216,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,201558,2083,"Austin, TX",5,3,Penthouse,"Swimming Pool, Garage, Central AC, Walk-in Closet, Fireplace",2024-05-17,https://images.pexels.com/photos/13041121/pexels-photo-13041121.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0217,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,1293700,5195,"Austin, TX",3,3,Single Family Home,"Security System, Fireplace, Walk-in Closet, Smart Home System",2024-03-21,https://images.pexels.com/photos/4258282/pexels-photo-4258282.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0218,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,906974,3475,"Seattle, WA",4,4,Penthouse,"Solar Panels, Fireplace, Garage",2024-06-08,https://images.pexels.com/photos/12713153/pexels-photo-12713153.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0219,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,737195,1585,"Atlanta, GA",4,3,Villa,"Walk-in Closet, Smart Home System, Garage",2025-11-29,https://images.pexels.com/photos/186077/pexels-photo-186077.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0220,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,2000250,4716,"San Francisco, CA",2,4,Condo,"Swimming Pool, Fireplace, Backyard, Solar Panels, Smart Home System",2024-05-08,https://images.pexels.com/photos/93375/pexels-photo-93375.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0221,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,1056356,4305,"Seattle, WA",3,5,Single Family Home,"Fireplace, Walk-in Closet, Solar Panels, Central AC, Smart Home System",2025-06-24,https://images.pexels.com/photos/3612406/pexels-photo-3612406.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0222,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,1757752,3618,"Miami, FL",2,3,Apartment,"Smart Home System, Fireplace, Solar Panels, Walk-in Closet, Garage",2025-06-21,https://images.pexels.com/photos/35705942/pexels-photo-35705942.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0223,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,1536944,3083,"Los Angeles, CA",5,4,Townhouse,"Swimming Pool, Backyard, Central AC, Garage, Solar Panels",2025-11-16,https://images.pexels.com/photos/5505129/pexels-photo-5505129.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0224,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,641582,2698,"San Francisco, CA",2,4,Condo,"Swimming Pool, Smart Home System, Central AC, Garage",2025-02-03,https://images.pexels.com/photos/6510949/pexels-photo-6510949.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0225,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,539917,1688,"Boston, MA",5,4,Villa,"Walk-in Closet, Security System, Central AC, Garage, Solar Panels",2024-06-01,https://images.pexels.com/photos/17924970/pexels-photo-17924970.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0226,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,707588,3358,"Los Angeles, CA",4,5,Penthouse,"Smart Home System, Central AC, Garage, Swimming Pool",2024-02-26,https://images.pexels.com/photos/7031608/pexels-photo-7031608.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0227,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,566799,2352,"Los Angeles, CA",5,2,Townhouse,"Swimming Pool, Walk-in Closet, Solar Panels, Backyard",2024-10-24,https://images.pexels.com/photos/4070983/pexels-photo-4070983.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0228,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,2122462,2460,"Atlanta, GA",2,3,Single Family Home,"Backyard, Garage, Smart Home System",2025-05-31,https://images.pexels.com/photos/35306093/pexels-photo-35306093.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0229,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,204047,3813,"Los Angeles, CA",5,3,Apartment,"Security System, Central AC, Walk-in Closet, Swimming Pool, Backyard",2025-03-08,https://images.pexels.com/photos/2119714/pexels-photo-2119714.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0230,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,821526,4370,"Houston, TX",5,4,Single Family Home,"Fireplace, Solar Panels, Central AC, Swimming Pool, Smart Home System",2025-02-13,https://images.pexels.com/photos/9976121/pexels-photo-9976121.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0231,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,952011,1221,"Miami, FL",4,2,Townhouse,"Fireplace, Security System, Backyard, Walk-in Closet",2024-12-25,https://images.pexels.com/photos/32666364/pexels-photo-32666364.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0232,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,2022379,5342,"Atlanta, GA",2,2,Condo,"Fireplace, Central AC, Security System, Swimming Pool, Solar Panels, Backyard",2024-03-11,https://images.pexels.com/photos/4123921/pexels-photo-4123921.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0233,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,816648,4130,"Houston, TX",4,4,Penthouse,"Swimming Pool, Fireplace, Backyard, Solar Panels, Garage",2024-09-01,https://images.pexels.com/photos/3010014/pexels-photo-3010014.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0234,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,2354221,2896,"San Francisco, CA",4,4,Condo,"Security System, Smart Home System, Solar Panels, Fireplace, Backyard, Swimming Pool",2024-12-26,https://images.pexels.com/photos/4469150/pexels-photo-4469150.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0235,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,433631,5194,"Seattle, WA",4,4,Penthouse,"Backyard, Garage, Smart Home System",2024-02-13,https://images.pexels.com/photos/30278097/pexels-photo-30278097.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0236,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,1254524,1737,"Miami, FL",2,2,Villa,"Central AC, Backyard, Swimming Pool, Walk-in Closet, Garage",2025-08-21,https://images.pexels.com/photos/129494/pexels-photo-129494.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0237,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,2386508,4951,"Austin, TX",2,4,Penthouse,"Garage, Swimming Pool, Walk-in Closet",2025-02-04,https://images.pexels.com/photos/8962343/pexels-photo-8962343.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0238,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,877699,948,"Miami, FL",6,3,Condo,"Backyard, Walk-in Closet, Fireplace",2025-06-07,https://images.pexels.com/photos/2455398/pexels-photo-2455398.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0239,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,531403,3524,"Los Angeles, CA",4,3,Townhouse,"Fireplace, Garage, Swimming Pool",2024-11-29,https://images.pexels.com/photos/7031412/pexels-photo-7031412.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0240,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,2279775,1896,"New York, NY",4,5,Townhouse,"Security System, Solar Panels, Backyard",2025-11-03,https://images.pexels.com/photos/277667/pexels-photo-277667.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0241,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,1904530,3440,"San Francisco, CA",5,2,Apartment,"Walk-in Closet, Garage, Backyard",2024-12-14,https://images.pexels.com/photos/18435276/pexels-photo-18435276.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0242,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,677169,3704,"Austin, TX",3,4,Penthouse,"Smart Home System, Central AC, Security System",2025-09-07,https://images.pexels.com/photos/17174768/pexels-photo-17174768.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0243,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,1867855,5429,"Miami, FL",6,5,Condo,"Garage, Walk-in Closet, Smart Home System, Backyard, Central AC",2025-10-21,https://images.pexels.com/photos/17174766/pexels-photo-17174766.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0244,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,294501,5237,"Houston, TX",6,2,Apartment,"Walk-in Closet, Garage, Solar Panels",2024-04-01,https://images.pexels.com/photos/17174767/pexels-photo-17174767.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0245,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,1820559,1234,"Atlanta, GA",3,5,Condo,"Backyard, Security System, Central AC, Smart Home System, Garage, Swimming Pool",2024-02-13,https://images.pexels.com/photos/7031408/pexels-photo-7031408.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0246,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,2053433,1215,"Chicago, IL",5,5,Penthouse,"Smart Home System, Fireplace, Walk-in Closet, Central AC",2025-03-09,https://images.pexels.com/photos/1115804/pexels-photo-1115804.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0247,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,443759,5475,"Austin, TX",6,4,Condo,"Fireplace, Smart Home System, Solar Panels, Central AC, Walk-in Closet, Garage",2025-07-04,https://images.pexels.com/photos/323780/pexels-photo-323780.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0248,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,726193,2233,"Chicago, IL",3,4,Single Family Home,"Solar Panels, Backyard, Central AC, Walk-in Closet",2024-09-30,https://images.pexels.com/photos/1974596/pexels-photo-1974596.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0249,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,664518,1988,"New York, NY",2,4,Condo,"Swimming Pool, Fireplace, Security System, Smart Home System, Walk-in Closet, Solar Panels",2025-08-09,https://images.pexels.com/photos/26812639/pexels-photo-26812639.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0250,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,957524,4420,"San Francisco, CA",6,5,Townhouse,"Fireplace, Solar Panels, Backyard",2025-08-31,https://images.pexels.com/photos/36006588/pexels-photo-36006588.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0251,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,1118305,5390,"Miami, FL",4,5,Penthouse,"Walk-in Closet, Fireplace, Solar Panels, Smart Home System",2025-09-25,https://images.pexels.com/photos/7031604/pexels-photo-7031604.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0252,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,2024240,3891,"Los Angeles, CA",6,5,Townhouse,"Garage, Security System, Central AC, Smart Home System",2024-04-27,https://images.pexels.com/photos/8963083/pexels-photo-8963083.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0253,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,875680,4445,"Boston, MA",5,3,Apartment,"Swimming Pool, Central AC, Garage, Backyard, Solar Panels, Fireplace",2024-02-01,https://images.pexels.com/photos/2079234/pexels-photo-2079234.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0254,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,1271074,2473,"New York, NY",4,4,Condo,"Smart Home System, Walk-in Closet, Solar Panels, Security System",2024-12-24,https://images.pexels.com/photos/3665354/pexels-photo-3665354.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0255,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,521563,4341,"Chicago, IL",2,2,Condo,"Walk-in Closet, Smart Home System, Solar Panels, Swimming Pool",2024-01-10,https://images.pexels.com/photos/8134846/pexels-photo-8134846.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0256,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,1116069,3142,"Seattle, WA",6,4,Villa,"Central AC, Fireplace, Walk-in Closet, Backyard",2025-06-24,https://images.pexels.com/photos/3016321/pexels-photo-3016321.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0257,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,1395484,4029,"Houston, TX",6,5,Townhouse,"Garage, Central AC, Solar Panels, Swimming Pool, Backyard, Walk-in Closet",2024-10-28,https://images.pexels.com/photos/206172/pexels-photo-206172.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0258,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,274631,4045,"Austin, TX",5,3,Apartment,"Central AC, Solar Panels, Fireplace, Swimming Pool, Backyard, Smart Home System",2024-07-06,https://images.pexels.com/photos/7031595/pexels-photo-7031595.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0259,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,2092511,2856,"Houston, TX",2,2,Single Family Home,"Fireplace, Garage, Walk-in Closet, Solar Panels",2025-06-07,https://images.pexels.com/photos/5563473/pexels-photo-5563473.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0260,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,2230977,5299,"New York, NY",6,4,Apartment,"Central AC, Swimming Pool, Garage",2024-11-08,https://images.pexels.com/photos/1022936/pexels-photo-1022936.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0261,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,1663476,2971,"Boston, MA",4,3,Townhouse,"Smart Home System, Garage, Backyard, Fireplace, Walk-in Closet",2024-06-16,https://images.pexels.com/photos/280229/pexels-photo-280229.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0262,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,586423,2607,"Atlanta, GA",2,4,Condo,"Walk-in Closet, Central AC, Security System, Solar Panels",2025-04-16,https://images.pexels.com/photos/7031405/pexels-photo-7031405.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0263,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,1478845,1778,"Seattle, WA",5,4,Apartment,"Solar Panels, Security System, Fireplace",2024-08-22,https://images.pexels.com/photos/15827510/pexels-photo-15827510.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0264,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,2362821,4139,"Austin, TX",3,2,Townhouse,"Backyard, Garage, Security System, Central AC",2024-08-22,https://images.pexels.com/photos/2972969/pexels-photo-2972969.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0265,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,1834983,2574,"San Francisco, CA",3,5,Condo,"Garage, Security System, Solar Panels, Smart Home System, Fireplace, Central AC",2024-03-16,https://images.pexels.com/photos/5252546/pexels-photo-5252546.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0266,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,888078,1659,"San Francisco, CA",3,4,Townhouse,"Walk-in Closet, Garage, Backyard, Swimming Pool",2024-06-23,https://images.pexels.com/photos/5644339/pexels-photo-5644339.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0267,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,897244,3955,"San Francisco, CA",6,4,Villa,"Backyard, Fireplace, Walk-in Closet",2025-08-28,https://images.pexels.com/photos/323781/pexels-photo-323781.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0268,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,616196,4823,"Chicago, IL",2,2,Penthouse,"Walk-in Closet, Backyard, Swimming Pool, Garage, Central AC",2024-11-09,https://images.pexels.com/photos/11549989/pexels-photo-11549989.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0269,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,529552,4525,"New York, NY",4,3,Condo,"Garage, Backyard, Smart Home System",2024-09-21,https://images.pexels.com/photos/358636/pexels-photo-358636.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
